title,authors,author_count,year,publication_date,journal,publisher,type,is_oa,doi,doi_url,pdf_url,openalex_id,pmid,cited_by_count
The smallest of all worlds: Pollination networks,"Jens M. Olesen, Jordi Bascompte, Yoko Luise Dupont et al.",4,2005,2005-11-08,Journal of Theoretical Biology,Elsevier BV,article,True,https://doi.org/10.1016/j.jtbi.2005.09.014,https://doi.org/10.1016/j.jtbi.2005.09.014,http://hdl.handle.net/10261/40459,https://openalex.org/W2023799137,https://pubmed.ncbi.nlm.nih.gov/16274698,166
Interaction frequency as a surrogate for the total effect of animal mutualists on plants,"Diego P. Vázquez, William F. Morris, Pedro Jordano",3,2005,2005-09-08,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/j.1461-0248.2005.00810.x,https://doi.org/10.1111/j.1461-0248.2005.00810.x,http://hdl.handle.net/10261/40567,https://openalex.org/W2097282068,,607
"Size-based fruit selection of Calophyllum brasiliense (Clusiaceae) by bats of the genus Artibeus (Phyllostomidae) in a Restinga area, southeastern Brazil","Marco A. R. Mello, Natália Oliveira Leiner, Paulo R. Guimarães et al.",4,2005,2005-06-01,Acta Chiropterologica,Museum and Institute of Zoology,article,True,https://doi.org/10.3161/1733-5329(2005)7[179:sfsocb]2.0.co;2,https://doi.org/10.3161/1733-5329(2005)7[179:sfsocb]2.0.co;2,http://hdl.handle.net/10261/40568,https://openalex.org/W2175201082,,29
"Mating patterns, pollen dispersal, and the ecological maternal neighbourhood in a Prunus mahaleb L. population","Cristina García, J. M. ARROY, José A. Godoy et al.",4,2005,2005-04-12,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/j.1365-294x.2005.02542.x,https://doi.org/10.1111/j.1365-294x.2005.02542.x,http://hdl.handle.net/10261/40569,https://openalex.org/W2161215580,https://pubmed.ncbi.nlm.nih.gov/15836653,92
Spatial structure and dynamics in a marine food web,"Carlos J. Melián, Jordi Bascompte, Pedro Jordano",3,2005,2005-04-07,,,book-chapter,True,https://doi.org/10.1093/acprof:oso/9780198564836.003.0003,https://doi.org/10.1093/acprof:oso/9780198564836.003.0003,http://hdl.handle.net/10261/40607,https://openalex.org/W126296694,,9
Random initial condition in small Barabasi-Albert networks and deviations from the scale-free behavior,"Paulo R. Guimarães, Marcus A. M. de Aguiar, Jordi Bascompte et al.",5,2005,2005-03-18,Physical Review E,American Physical Society,article,True,https://doi.org/10.1103/physreve.71.037101,https://doi.org/10.1103/physreve.71.037101,http://repositorio.unicamp.br/jspui/handle/REPOSIP/196266,https://openalex.org/W2006489743,https://pubmed.ncbi.nlm.nih.gov/15903635,35
Initial Recruitment of Vertebrate-Dispersed Plants: Dissecting Spatial Patterns Through Time,"Eugene W. Schupp, Arndt Hampe, Juan Luis García‐Castaño et al.",4,2005,2005-01-01,Digital Commons - USU (Utah State University),Utah State University,article,False,,,,https://openalex.org/W107632162,,0
Spatial and Temporal Dynamics of Seed Rain and Seedling Emergence in Animal-Dispersed Species: Bridging Dispersal and Establishment,"Eugene W. Schupp, Arndt Hampe, Juan Luis García‐Castaño et al.",4,2005,2005-01-01,Digital Commons - USU (Utah State University),Utah State University,article,False,,,,https://openalex.org/W153752343,,0
Heterogeneidad ambiental y nicho de regeneración,"Teodoro Marañón, J. Julio Camarero, Jorge Castro Gutiérrez et al.",10,2004,2004-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40606,https://openalex.org/W999138928,,26
La distribución de las especies a diferentes escalas espacio-temporales,"Juan Arroyo, José S. Carrión, Arndt Hampe et al.",4,2004,2004-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40604,https://openalex.org/W1167039079,,22
Procesos de limitación demográfica,"Pedro Jordano, Fernando Pulido, Juan Arroyo Marín et al.",5,2004,2004-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,book-chapter,True,,,http://hdl.handle.net/10261/40596,https://openalex.org/W231897530,,21
Rangewide phylogeography of a bird‐dispersed Eurasian shrub: contrasting Mediterranean and temperate glacial refugia,"Arndt Hampe, Juan Arroyo, Pedro Jordano et al.",4,2003,2003-10-28,Molecular Ecology,Wiley,article,True,https://doi.org/10.1046/j.1365-294x.2003.02006.x,https://doi.org/10.1046/j.1365-294x.2003.02006.x,http://hdl.handle.net/10261/42355,https://openalex.org/W2096296309,https://pubmed.ncbi.nlm.nih.gov/14629356,184
The nested assembly of plant–animal mutualistic networks,"Jordi Bascompte, Pedro Jordano, Carlos J. Melián et al.",4,2003,2003-07-24,Proceedings of the National Academy of Sciences,National Academy of Sciences,article,True,https://doi.org/10.1073/pnas.1633576100,https://doi.org/10.1073/pnas.1633576100,https://www.ncbi.nlm.nih.gov/pmc/articles/170927,https://openalex.org/W2168793216,https://pubmed.ncbi.nlm.nih.gov/12881488,2527
Invariant properties in coevolutionary networks of plant–animal interactions,"Pedro Jordano, Jordi Bascompte, Jens M. Olesen",3,2002,2002-12-13,Ecology Letters,Wiley,article,True,https://doi.org/10.1046/j.1461-0248.2003.00403.x,https://doi.org/10.1046/j.1461-0248.2003.00403.x,http://hdl.handle.net/10261/41710,https://openalex.org/W2096871615,,882
GEOGRAPHIC PATTERNS IN PLANT–POLLINATOR MUTUALISTIC NETWORKS,"Jens M. Olesen, Pedro Jordano",2,2002,2002-09-01,Ecology,Wiley,article,True,https://doi.org/10.1890/0012-9658(2002)083[2416:gpippm]2.0.co;2,https://doi.org/10.1890/0012-9658(2002)083[2416:gpippm]2.0.co;2,http://hdl.handle.net/10261/42356,https://openalex.org/W2165779374,,508
Frugivore-generated seed shadows: a landscape view of demographic and genetic effects.,"Pedro Jordano, José A. Godoy",2,2002,2002-01-01,CABI Publishing eBooks,,conference-paper,False,https://doi.org/10.1079/9780851995250.0305,https://doi.org/10.1079/9780851995250.0305,,https://openalex.org/W1556946856,,128
"Claves ecológicas para la restauración del bosque mediterráneo: aspectos demográficos, ecofisiológicos y genéticos","Pedro Jordano, Regino Zamora, Teodoro Marañón et al.",4,2002,2002-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,https://doi.org/10.13039/501100000780,https://doi.org/10.13039/501100000780,http://hdl.handle.net/10261/81615,https://openalex.org/W2160758288,,8
Linajes de Córdoba en las capillas funerarias medievales de la Mezquita-Catedral,"Pedro Jordano, María Ángeles",2,2002,2002-01-01,,,article,False,,,,https://openalex.org/W2394616801,,0
Sesión necrológica en honor del Ilmo. Sr. D. Diego Jordano Barea: Intervención de D. Pedro Jordano Barbudo,Pedro Jordano,1,2002,2002-01-01,"Boletín de la Real Academia de Córdoba de Ciencias, Bellas Letras y Nobles Artes",,article,False,,,,https://openalex.org/W3165254375,,0
Seed dispersal by animals: exact identification of source trees with endocarp DNA microsatellites,"José A. Godoy, Pedro Jordano",2,2001,2001-09-01,Molecular Ecology,Wiley,article,True,https://doi.org/10.1046/j.0962-1083.2001.01342.x,https://doi.org/10.1046/j.0962-1083.2001.01342.x,http://hdl.handle.net/10261/42605,https://openalex.org/W2115943550,https://pubmed.ncbi.nlm.nih.gov/11555269,292
Ecological and demographic research in Mediterranean forests of Southern Spain: applications to conservation and restoration.,"Pedro Jordano, Regino Zamora, Teodoro Marañón et al.",4,2001,2001-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,False,,,,https://openalex.org/W1006099515,,5
SEED DISPERSER EFFECTIVENESS: THE QUANTITY COMPONENT AND PATTERNS OF SEED RAIN FOR PRUNUS MAHALEB,"Pedro Jordano, Eugene W. Schupp",2,2000,2000-11-01,Ecological Monographs,Wiley,article,True,https://doi.org/10.1890/0012-9615(2000)070[0591:sdetqc]2.0.co;2,https://doi.org/10.1890/0012-9615(2000)070[0591:sdetqc]2.0.co;2,https://digital.csic.es/bitstream/10261/42613/1/JordSchu_2000EcolMonogr.pdf,https://openalex.org/W1987187051,,391
"RAPD variation and population genetic structure in Prunus mahaleb (Rosaceae), an animal‐dispersed tree","Pedro Jordano, José A. Godoy",2,2000,2000-09-01,Molecular Ecology,Wiley,article,True,https://doi.org/10.1046/j.1365-294x.2000.01009.x,https://doi.org/10.1046/j.1365-294x.2000.01009.x,http://hdl.handle.net/10261/42617,https://openalex.org/W2170533549,https://pubmed.ncbi.nlm.nih.gov/10972769,107
"Geographical variation in seed production, predation and abortion in Juniperus communis throughout its range in Europe","Daniel Garcı́a, Regino Zamora, José M. Gómez et al.",5,2000,2000-06-01,Journal of Ecology,Wiley,article,True,https://doi.org/10.1046/j.1365-2745.2000.00459.x,https://doi.org/10.1046/j.1365-2745.2000.00459.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2745.2000.00459.x,https://openalex.org/W2005890648,,225
Fruits and frugivory.,Pedro Jordano,1,2000,2000-01-01,CABI Publishing eBooks,,book-chapter,True,https://doi.org/10.1079/9780851994321.0125,https://doi.org/10.1079/9780851994321.0125,http://hdl.handle.net/10261/42695,https://openalex.org/W1548825349,,850
Relative growth rate and biomass allocation in 20 Aegilops (Poaceae) species,"Rafael Villar, Erik J. Veneklaas, Pedro Jordano et al.",4,1998,1998-11-01,New Phytologist,Wiley,article,True,https://doi.org/10.1111/j.1469-8137.1998.00286.x,https://doi.org/10.1111/j.1469-8137.1998.00286.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-8137.1998.00286.x,https://openalex.org/W2081745218,https://pubmed.ncbi.nlm.nih.gov/33862869,71
Annual Variability in Seed Production by Woody Plants and the Masting Concept: Reassessment of Principles and Relationship to Pollination and Seed Dispersal,"Carlos M. Herrera, Pedro Jordano, Javier Guitián et al.",4,1998,1998-10-01,The American Naturalist,University of Chicago Press,article,True,https://doi.org/10.1086/286191,https://doi.org/10.1086/286191,https://digital.csic.es/bitstream/10261/42160/1/286191.pdf,https://openalex.org/W2157735227,https://pubmed.ncbi.nlm.nih.gov/18811365,441
"Frugivore‐Mediated Selection on Fruit and Seed Size: Birds and St. Lucie's Cherry, Prunus Mahaleb",Pedro Jordano,1,1995,1995-12-01,Ecology,Wiley,article,True,https://doi.org/10.2307/2265833,https://doi.org/10.2307/2265833,http://hdl.handle.net/10261/42642,https://openalex.org/W2002734223,,177
Angiosperm Fleshy Fruits and Seed Dispersers: A Comparative Analysis of Adaptation and Constraints in Plant-Animal Interactions,Pedro Jordano,1,1995,1995-02-01,The American Naturalist,University of Chicago Press,article,True,https://doi.org/10.1086/285735,https://doi.org/10.1086/285735,http://hdl.handle.net/10261/42645,https://openalex.org/W2095563661,,460
Shuffling the offspring: Uncoupling and spatial discordance of multiple stages in vertebrate seed dispersal,"Pedro Jordano, Carlos M. Herrera",2,1995,1995-01-01,Ecoscience,Taylor & Francis,article,True,https://doi.org/10.1080/11956860.1995.11682288,https://doi.org/10.1080/11956860.1995.11682288,http://hdl.handle.net/10261/42308,https://openalex.org/W150323889,,235
Spatial and Temporal Variation in the Avian-Frugivore Assemblage of Prunus mahaleb: Patterns and Consequences,Pedro Jordano,1,1994,1994-12-01,Oikos,Wiley,article,True,https://doi.org/10.2307/3545836,https://doi.org/10.2307/3545836,http://hdl.handle.net/10261/42647,https://openalex.org/W1985914011,,139
"Recruitment of a Mast‐Fruiting, Bird‐Dispersed Tree: Bridging Frugivore Activity and Seedling Establishment","Carlos M. Herrera, Pedro Jordano, Luis López‐Soria et al.",4,1994,1994-08-01,Ecological Monographs,Wiley,article,False,https://doi.org/10.2307/2937165,https://doi.org/10.2307/2937165,,https://openalex.org/W2105480206,,524
Pollination biology of Prunus mahaleb L.: deferred consequences of gender variation for fecundity and seed size,Pedro Jordano,1,1993,1993-09-01,Biological Journal of the Linnean Society,Oxford University Press,article,True,https://doi.org/10.1111/j.1095-8312.1993.tb00919.x,https://doi.org/10.1111/j.1095-8312.1993.tb00919.x,http://hdl.handle.net/10261/42654,https://openalex.org/W2105374023,,58
Geographical ecology and variation of plant-seed disperser interactions: southern Spanish junipers and frugivorous thrushes,Pedro Jordano,1,1993,1993-06-01,Vegetatio,Springer Science+Business Media,article,False,https://doi.org/10.1007/bf00052213,https://doi.org/10.1007/bf00052213,,https://openalex.org/W4295196793,,99
Gender Variation and Expression of Monoecy in Juniperus phoenicea (L.) (Cupressaceae),Pedro Jordano,1,1991,1991-12-01,Botanical Gazette,University of Chicago Press,article,True,https://doi.org/10.1086/337909,https://doi.org/10.1086/337909,http://hdl.handle.net/10261/42658,https://openalex.org/W2072785330,,36
Biología de la reproducción de tres especies del género lonicera (Caprifoliaceae)en la Sierra de Cazorla,Pedro Jordano,1,1990,1990-01-01,Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,article,True,,,https://dialnet.unirioja.es/descarga/articulo/2953979.pdf,https://openalex.org/W1541688302,,17
Variación de la dieta frugívora otoño-invernal del Petirrojo (Erithacus rubecula): efectos sobre la condición corporal,Pedro Jordano,1,1989,1989-12-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/42689,https://openalex.org/W969903211,,7
Pre-Dispersal Biology of Pistacia lentiscus (Anacardiaceae): Cumulative Effects on Seed Removal by Birds,Pedro Jordano,1,1989,1989-07-01,Oikos,Wiley,article,False,https://doi.org/10.2307/3565598,https://doi.org/10.2307/3565598,,https://openalex.org/W2013927416,,107
Polinización y variabilidad de la producción de semillas en Pistacia lentiscus L. (Anacardiaceae),Pedro Jordano,1,1988,1988-04-27,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/42690,https://openalex.org/W2212179132,,22
Diet. Frugivory choice and variation in body condition of frugivorous warblers in mediterranea schrubland,Pedro Jordano,1,1988,1988-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/42662,https://openalex.org/W1017876521,,1
"Avian Fruit Removal: Effects of Fruit Variation, Crop Size, and Insect Damage",Pedro Jordano,1,1987,1987-12-01,Ecology,Wiley,article,True,https://doi.org/10.2307/1939863,https://doi.org/10.2307/1939863,http://hdl.handle.net/10261/42665,https://openalex.org/W2027211213,https://pubmed.ncbi.nlm.nih.gov/29357140,202
Notas sobre la dieta no-insectívora de algunos Muscicapidae,Pedro Jordano,1,1987,1987-06-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/45079,https://openalex.org/W2238016986,,19
"Patterns of Mutualistic Interactions in Pollination and Seed Dispersal: Connectance, Dependence Asymmetries, and Coevolution",Pedro Jordano,1,1987,1987-05-01,The American Naturalist,University of Chicago Press,article,True,https://doi.org/10.1086/284665,https://doi.org/10.1086/284665,http://hdl.handle.net/10261/42668,https://openalex.org/W2036159265,,829
"Frugivory, external morphology and digestive system in mediterranean sylviid warblers Sylvia spp",Pedro Jordano,1,1987,1987-01-01,Ibis,Wiley,article,True,https://doi.org/10.1111/j.1474-919x.1987.tb03199.x,https://doi.org/10.1111/j.1474-919x.1987.tb03199.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1474-919X.1987.tb03199.x,https://openalex.org/W2061943765,,119
El ciclo anual de los Paseriformes frugívoros en el matorral mediterráneo del sur de España: importancia de su invernada y variaciones interanuales,Pedro Jordano,1,1985,1985-06-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/45077,https://openalex.org/W973156700,,58
Seed Weight Variation and Differential Avian Dispersal in Blackberries Rubus ulmifolius,Pedro Jordano,1,1984,1984-07-01,Oikos,Wiley,article,True,https://doi.org/10.2307/3544762,https://doi.org/10.2307/3544762,http://hdl.handle.net/10261/45055,https://openalex.org/W1966920241,,78
Fig-Seed Predation and Dispersal by Birds,Pedro Jordano,1,1983,1983-03-01,Biotropica,Wiley,article,True,https://doi.org/10.2307/2387996,https://doi.org/10.2307/2387996,http://hdl.handle.net/10261/45058,https://openalex.org/W2079606267,,87
Fig-seed predation and dispersal by birds [Ficus cotinifolia].,Pedro Jordano,1,1983,1983-01-01,Biotropica,Wiley,article,False,,,,https://openalex.org/W3216742129,,0
Migrant Birds Are the Main Seed Dispersers of Blackberries in Southern Spain,Pedro Jordano,1,1982,1982-03-01,Oikos,Wiley,article,True,https://doi.org/10.2307/3544018,https://doi.org/10.2307/3544018,http://hdl.handle.net/10261/45061,https://openalex.org/W966749764,,126
Relaciones interespecificas y coexistencia entre el Águila Real (Aquila chrysaetos) y el Águila Perdicera (Hieraaetus fasciatus) en sierra Morena central,Pedro Jordano,1,1981,1981-12-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/45073,https://openalex.org/W1135670422,,20
Importancia de la estructura de la vegetación en la selección del hábitat para la nidificación en una comunidad de rapaces diurnas mediterráneas,"Pedro Jordano, J.A. Torres",2,1981,1981-12-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,True,,,http://hdl.handle.net/10261/45074,https://openalex.org/W1040261058,,2
THE FRUGIVOROUS DET OF BLACKCAP POPULATIONS SYLVIA ATRICAPILLA WINTERING IN SOUTHERN SPAIN,"Pedro Jordano, Carlos M. Herrera",2,1981,1981-10-01,Ibis,Wiley,article,True,https://doi.org/10.1111/j.1474-919x.1981.tb04055.x,https://doi.org/10.1111/j.1474-919x.1981.tb04055.x,http://hdl.handle.net/10261/45064,https://openalex.org/W1993906437,,91
Prunus mahaleb and Birds: The High‐Efficiency Seed Dispersal System of a Temperate Fruiting Tree,"Carlos M. Herrera, Pedro Jordano",2,1981,1981-06-01,Ecological Monographs,Wiley,article,True,https://doi.org/10.2307/2937263,https://doi.org/10.2307/2937263,http://hdl.handle.net/10261/45070,https://openalex.org/W2030325236,,241
Alimentación y relaciones tróficas entre los paseriformes en paso otoñal por una localidad de Andalucía central,"Pedro Jordano, Diego de San Pedro",2,1981,1981-01-01,,,article,False,,,,https://openalex.org/W2768695288,,19
Doñana. Acta vertebrata. vol 5 (1/2),"Alfredo Salvador, Luis Felipe López‐Jurado, Pedro Jordano et al.",21,1978,1978-01-01,DIGITAL.CSIC (Spanish National Research Council (CSIC)),Consejo Superior de Investigaciones Científicas,article,False,,,,https://openalex.org/W2469545589,,0
