title,authors,author_count,year,publication_date,journal,publisher,type,is_oa,doi,doi_url,pdf_url,openalex_id,pmid,cited_by_count
Plant-animal mutualism effectiveness in native and transformed habitats: Assessing the coupled outcomes of pollination and seed dispersal,"Francisco E. Fontúrbel, Pedro Jordano, Rodrigo Medel",3,2017,2017-09-18,Perspectives in Plant Ecology Evolution and Systematics,Elsevier BV,article,True,https://doi.org/10.1016/j.ppees.2017.09.003,https://doi.org/10.1016/j.ppees.2017.09.003,http://repositorio.uchile.cl/handle/2250/148534,https://openalex.org/W2755919136,,31
Persisting in defaunated landscapes: Reduced plant population connectivity after seed dispersal collapse,"Néstor Pérez‐Méndez, Pedro Jordano, Alfredo Valido",3,2017,2017-08-12,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.12848,https://doi.org/10.1111/1365-2745.12848,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12848,https://openalex.org/W2744231854,,57
Pleistocene megafaunal extinctions and the functional loss of long‐distance seed‐dispersal services,"Mathias M. Pires, Paulo R. Guimarães, Mauro Galetti et al.",4,2017,2017-06-28,Ecography,Wiley,article,False,https://doi.org/10.1111/ecog.03163,https://doi.org/10.1111/ecog.03163,,https://openalex.org/W2725236051,,185
Unravelling seed dispersal through fragmented landscapes: Frugivore species operate unevenly as mobile links,"Juan P. González‐Varo, Carolina da Silva Carvalho, Juan Arroyo et al.",4,2017,2017-05-14,Molecular Ecology,Wiley,article,True,https://doi.org/10.1111/mec.14181,https://doi.org/10.1111/mec.14181,http://hdl.handle.net/10498/34836,https://openalex.org/W2613192855,https://pubmed.ncbi.nlm.nih.gov/28503829,139
Differences among ant species in plant protection are related to production of extrafloral nectar and degree of leaf herbivory,"Roberth Fagundes, Wesley Dáttilo, Sérvio Pontes Ribeiro et al.",6,2017,2017-05-09,Biological Journal of the Linnean Society,Oxford University Press,article,False,https://doi.org/10.1093/biolinnean/blx059,https://doi.org/10.1093/biolinnean/blx059,,https://openalex.org/W2625191500,,116
Drivers of tree fecundity in pedunculate oak (Quercus robur) refugial populations at the species’ southwestern range margin,"Eva Moracho, Pedro Jordano, Arndt Hampe",3,2017,2017-05-08,Plant Biology,Wiley,article,False,https://doi.org/10.1111/plb.12578,https://doi.org/10.1111/plb.12578,,https://openalex.org/W2613035526,https://pubmed.ncbi.nlm.nih.gov/28480629,7
A general framework for effectiveness concepts in mutualisms,"Eugene W. Schupp, Pedro Jordano, José M. Gómez",3,2017,2017-03-28,Ecology Letters,Wiley,article,True,https://doi.org/10.1111/ele.12764,https://doi.org/10.1111/ele.12764,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ele.12764,https://openalex.org/W2602713794,https://pubmed.ncbi.nlm.nih.gov/28349589,207
Atlantic frugivory: a plant–frugivore interaction data set for the Atlantic Forest,"Carolina Bello, Mauro Galetti, Denise Montan et al.",15,2017,2017-03-20,Ecology,Wiley,article,True,https://doi.org/10.1002/ecy.1818,https://doi.org/10.1002/ecy.1818,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.1818,https://openalex.org/W2597377573,https://pubmed.ncbi.nlm.nih.gov/28317110,154
pedroj/effectiveness_pckg: R package: effect.lndscp v.0.2,"Pedro Jordano, Francisco Rodríguez‐Sánchez",2,2017,2017-03-11,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,software,True,https://doi.org/10.5281/zenodo.376763,https://doi.org/10.5281/zenodo.376763,https://zenodo.org/record/376763,https://openalex.org/W3205449798,,7
Functional consequences of plant‐animal interactions along the mutualism‐antagonism gradient,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2017,2017-01-30,Ecology,Wiley,article,True,https://doi.org/10.1002/ecy.1756,https://doi.org/10.1002/ecy.1756,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.1756,https://openalex.org/W2581996291,https://pubmed.ncbi.nlm.nih.gov/28135774,54
Correction to ‘Unravelling Darwin's entangled bank: architecture and robustness of mutualistic networks with multiple interaction types’,"Wesley Dáttilo, Nubia Zoe Lara-Rodríguez, Pedro Jordano et al.",10,2017,2017-01-05,Proceedings of the Royal Society B Biological Sciences,Royal Society,erratum,True,https://doi.org/10.1098/rspb.2016.2635,https://doi.org/10.1098/rspb.2016.2635,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2016.2635,https://openalex.org/W2569592608,https://pubmed.ncbi.nlm.nih.gov/28053063,0
Special Feature: Dispersal processes driving plant movement: range shifts in a changing world.,"Carolina García, Etienne K. Klein, Pedro Jordano",3,2017,2017-01-01,,,article,False,,,,https://openalex.org/W3099870126,,0
Patterns and drivers of tree fecundity in Pedunculate oak (Quercus robur) refugial populations at the species’ southern range margin,"Eva Moracho, Pedro Jordano, Arndt Hampe",3,2017,2017-01-01,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,conference-paper,True,,,https://hal.inrae.fr/hal-02737294,https://openalex.org/W4206886002,,0
Defaunation implications for ecosystem carbon cycling and storage in tropical forests,"Mauro Galetti, Pedro Jordano, Laurence Culot et al.",4,2017,2017-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.5280709,https://doi.org/10.6084/m9.figshare.5280709,https://doi.org/10.6084/m9.figshare.5280709,https://openalex.org/W4394342496,,0
What is long‐distance dispersal? And a taxonomy of dispersal events,Pedro Jordano,1,2016,2016-12-16,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.12690,https://doi.org/10.1111/1365-2745.12690,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12690,https://openalex.org/W2566443198,,208
Dispersal processes driving plant movement: challenges for understanding and predicting range shifts in a changing world,"Cristina García, Etienne K. Klein, Pedro Jordano",3,2016,2016-12-16,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.12705,https://doi.org/10.1111/1365-2745.12705,http://hdl.handle.net/10261/155689,https://openalex.org/W2560886384,,37
Unravelling Darwin's entangled bank: architecture and robustness of mutualistic networks with multiple interaction types,"Wesley Dáttilo, Nubia Zoe Lara-Rodríguez, Pedro Jordano et al.",10,2016,2016-11-24,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2016.1564,https://doi.org/10.1098/rspb.2016.1564,https://escholarship.org/content/qt7c0175ms/qt7c0175ms.pdf,https://openalex.org/W2556148975,https://pubmed.ncbi.nlm.nih.gov/27881755,99
Natural history matters: how biological constraints shape diversified interactions in pollination networks,Pedro Jordano,1,2016,2016-10-19,Journal of Animal Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2656.12584,https://doi.org/10.1111/1365-2656.12584,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2656.12584,https://openalex.org/W2537805468,https://pubmed.ncbi.nlm.nih.gov/27778383,15
Individual variation in the booming calls of captive Horned Guans (Oreophasis derbianus): an endangered Neotropical mountain bird,"Fernando González‐García, J. Roberto Sosa‐López, Juan Francisco Ornelas et al.",6,2016,2016-09-20,Bioacoustics,Taylor & Francis,article,False,https://doi.org/10.1080/09524622.2016.1233513,https://doi.org/10.1080/09524622.2016.1233513,,https://openalex.org/W2521142089,,5
Chasing Ecological Interactions,Pedro Jordano,1,2016,2016-09-15,PLoS Biology,Public Library of Science,article,True,https://doi.org/10.1371/journal.pbio.1002559,https://doi.org/10.1371/journal.pbio.1002559,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002559&type=printable,https://openalex.org/W2520782046,https://pubmed.ncbi.nlm.nih.gov/27631692,163
Sampling networks of ecological interactions,Pedro Jordano,1,2016,2016-09-13,Functional Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2435.12763,https://doi.org/10.1111/1365-2435.12763,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2435.12763,https://openalex.org/W2949866378,,368
Defaunation leads to microevolutionary changes in a tropical palm,"Carolina da Silva Carvalho, Mauro Galetti, R Colevatti et al.",4,2016,2016-08-18,Scientific Reports,Nature Portfolio,article,True,https://doi.org/10.1038/srep31957,https://doi.org/10.1038/srep31957,https://www.nature.com/articles/srep31957.pdf,https://openalex.org/W2510425915,https://pubmed.ncbi.nlm.nih.gov/27535709,78
Unusually limited pollen dispersal and connectivity of P edunculate oak (Quercus robur) refugial populations at the species' southern range margin,"Eva Moracho, Gerardo Moreno, Pedro Jordano et al.",4,2016,2016-05-05,Molecular Ecology,Wiley,article,False,https://doi.org/10.1111/mec.13692,https://doi.org/10.1111/mec.13692,,https://openalex.org/W2396469239,https://pubmed.ncbi.nlm.nih.gov/27146553,50
The signatures of Anthropocene defaunation: cascading effects of the seed dispersal collapse,"Néstor Pérez‐Méndez, Pedro Jordano, Cristina García et al.",4,2016,2016-04-19,Scientific Reports,Nature Portfolio,article,True,https://doi.org/10.1038/srep24820,https://doi.org/10.1038/srep24820,https://www.nature.com/articles/srep24820.pdf,https://openalex.org/W2339905758,https://pubmed.ncbi.nlm.nih.gov/27091677,155
Morphology predicts species' functional roles and their degree of specialization in plant–frugivore interactions,"D. Matthias Dehling, Pedro Jordano, H. Martin Schaefer et al.",5,2016,2016-01-27,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2015.2444,https://doi.org/10.1098/rspb.2015.2444,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2015.2444,https://openalex.org/W2305695185,https://pubmed.ncbi.nlm.nih.gov/26817779,288
Isolation of 91 polymorphic microsatellite loci in the western Mediterranean endemic Carex helodes (Cyperaceae),"Juan Arroyo, Marcial Escudero, Pedro Jordano",3,2016,2016-01-01,Applications in Plant Sciences,Botanical Society of America,article,True,https://doi.org/10.3732/apps.1500085,https://doi.org/10.3732/apps.1500085,https://bsapubs.onlinelibrary.wiley.com/doi/pdfdirect/10.3732/apps.1500085,https://openalex.org/W2277582621,https://pubmed.ncbi.nlm.nih.gov/26819859,4
Appendix A. Species codes and identities.,"Cecilia Díaz‐Castelazo, Paulo R. Guimarães, Pedro Jordano et al.",6,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3544478,https://doi.org/10.6084/m9.figshare.3544478,https://doi.org/10.6084/m9.figshare.3544478,https://openalex.org/W4394087933,,0
Appendix A. Variation in the number of interactions observed at different timescale resolutions.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531533,https://doi.org/10.6084/m9.figshare.3531533,https://doi.org/10.6084/m9.figshare.3531533,https://openalex.org/W4394098018,,0
"Appendix G. Description of the methodology used to estimate the length of interplant flights by bird pollinators, and results obtained per bird species.","María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562761,https://doi.org/10.6084/m9.figshare.3562761,https://doi.org/10.6084/m9.figshare.3562761,https://openalex.org/W4394101996,,0
Appendix E. Values and significance of the statistic K for the variables under study.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531518,https://doi.org/10.6084/m9.figshare.3531518,https://doi.org/10.6084/m9.figshare.3531518,https://openalex.org/W4394105793,,0
Appendix B. Dissimilarity dendrograms for ant species in Networks 1990 and 2000.,"Cecilia Díaz‐Castelazo, Paulo R. Guimarães, Pedro Jordano et al.",6,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3544475,https://doi.org/10.6084/m9.figshare.3544475,https://doi.org/10.6084/m9.figshare.3544475,https://openalex.org/W4394229500,,0
Appendix C. Temporal changes in network structure during 1981–1983.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531524,https://doi.org/10.6084/m9.figshare.3531524,https://doi.org/10.6084/m9.figshare.3531524,https://openalex.org/W4394264986,,0
Appendix C. Description of the methodology used to estimate plant characteristics.,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562776,https://doi.org/10.6084/m9.figshare.3562776,https://doi.org/10.6084/m9.figshare.3562776,https://openalex.org/W4394275708,,0
Appendix D. Test effects for nine morphological variables predicting the variation in the proportion of fruits in the diet.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531521,https://doi.org/10.6084/m9.figshare.3531521,https://doi.org/10.6084/m9.figshare.3531521,https://openalex.org/W4394278748,,0
"Appendix D. Description of the methodology used to estimate the proportion of viable seeds consumed per fruit by predispersal seed predators, plus a table containing the estimated interaction strengths per animal guild.","María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562773,https://doi.org/10.6084/m9.figshare.3562773,https://doi.org/10.6084/m9.figshare.3562773,https://openalex.org/W4394327293,,0
Supplement 1. MATLAB code used in the calculation of asymmetry values.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531515,https://doi.org/10.6084/m9.figshare.3531515,https://doi.org/10.6084/m9.figshare.3531515,https://openalex.org/W4394352293,,0
Appendix B. Switching behavior classification.,"Jofre Carnicer, Pedro Jordano, Carlos J. Melián",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3531530,https://doi.org/10.6084/m9.figshare.3531530,https://doi.org/10.6084/m9.figshare.3531530,https://openalex.org/W4394359746,,0
Appendix A. Description of animal mutualists and antagonists included in the study.,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562782,https://doi.org/10.6084/m9.figshare.3562782,https://doi.org/10.6084/m9.figshare.3562782,https://openalex.org/W4394438032,,0
Appendix B. Description of the study site and the replicate patches.,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562779,https://doi.org/10.6084/m9.figshare.3562779,https://doi.org/10.6084/m9.figshare.3562779,https://openalex.org/W4394467570,,0
Appendix F. Further details on methods and results from generalized linear mixed-effects models.,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562764,https://doi.org/10.6084/m9.figshare.3562764,https://doi.org/10.6084/m9.figshare.3562764,https://openalex.org/W4394497817,,0
Appendix C. Dissimilarity dendrograms for plant species for Networks 1990 and 2000.,"Cecilia Díaz‐Castelazo, Paulo R. Guimarães, Pedro Jordano et al.",6,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3544472,https://doi.org/10.6084/m9.figshare.3544472,https://doi.org/10.6084/m9.figshare.3544472,https://openalex.org/W4394498099,,0
"Appendix E. Detailed description of spatial point pattern analyses, plus additional results from univariate and bivariate analyses of plant–animal interaction strengths and plant characteristics.","María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2016,2016-01-01,Figshare,Figshare (United Kingdom),dataset,True,https://doi.org/10.6084/m9.figshare.3562767,https://doi.org/10.6084/m9.figshare.3562767,https://doi.org/10.6084/m9.figshare.3562767,https://openalex.org/W4394525037,,0
Defaunation affects carbon storage in tropical forests,"Carolina Bello, Mauro Galetti, Marco Aurélio Pizo et al.",9,2015,2015-12-04,Science Advances,American Association for the Advancement of Science,article,True,https://doi.org/10.1126/sciadv.1501105,https://doi.org/10.1126/sciadv.1501105,https://advances.sciencemag.org/content/advances/1/11/e1501105.full.pdf,https://openalex.org/W2212020371,https://pubmed.ncbi.nlm.nih.gov/26824067,459
"Supplemental Information, Code, And Data For The Ms: Defaunation Impacts Carbon Storage In Tropical Forests.","Carolina Bello, Mauro Galetti, Marco A. Pizo et al.",9,2015,2015-10-06,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,supplementary-materials,True,https://doi.org/10.5281/zenodo.31880,https://doi.org/10.5281/zenodo.31880,https://doi.org/10.5281/zenodo.31880,https://openalex.org/W2319352831,,0
Variation in seed dispersal effectiveness: the redundancy of consequences in diversified tropical frugivore assemblages,"Débora Cristina Rother, Marco Aurélio Pizo, Pedro Jordano",3,2015,2015-09-08,Oikos,Wiley,article,True,https://doi.org/10.1111/oik.02629,https://doi.org/10.1111/oik.02629,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/oik.02629,https://openalex.org/W2121148529,,101
Ms_Network-Sampling: Draft Ms For Functional Ecology Special Issue On Networks.,Pedro Jordano,1,2015,2015-08-26,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,editorial,True,https://doi.org/10.5281/zenodo.29437,https://doi.org/10.5281/zenodo.29437,https://doi.org/10.5281/zenodo.29437,https://openalex.org/W2222157935,,0
Scale‐dependent responses of pollination and seed dispersal mutualisms in a habitat transformation scenario,"Francisco E. Fontúrbel, Pedro Jordano, Rodrigo Medel",3,2015,2015-06-27,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.12443,https://doi.org/10.1111/1365-2745.12443,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12443,https://openalex.org/W2104863582,,49
Community-Wide Spatial and Temporal Discordances of Seed-Seedling Shadows in a Tropical Rainforest,"Débora Cristina Rother, Marco Aurélio Pizo, Tadeu Siqueira et al.",5,2015,2015-04-09,PLoS ONE,Public Library of Science,article,True,https://doi.org/10.1371/journal.pone.0123346,https://doi.org/10.1371/journal.pone.0123346,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0123346&type=printable,https://openalex.org/W2071796079,https://pubmed.ncbi.nlm.nih.gov/25856393,19
Hotspots of damage by antagonists shape the spatial structure of plant–pollinator interactions,"María C. Rodríguez‐Rodríguez, Pedro Jordano, Alfredo Valido",3,2015,2015-02-25,Ecology,Wiley,article,False,https://doi.org/10.1890/14-2467.1,https://doi.org/10.1890/14-2467.1,,https://openalex.org/W2123928993,https://pubmed.ncbi.nlm.nih.gov/26405743,14
"Geographical variation in mutualistic networks: similarity, turnover and partner fidelity","Kristian Trøjelsgaard, Pedro Jordano, Daniel Carstensen et al.",4,2015,2015-01-28,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2014.2925,https://doi.org/10.1098/rspb.2014.2925,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2014.2925,https://openalex.org/W2146446325,https://pubmed.ncbi.nlm.nih.gov/25632001,171
Downsized mutualisms: Consequences of seed dispersers’ body-size reduction for early plant recruitment,"Néstor Pérez‐Méndez, Pedro Jordano, Alfredo Valido",3,2014,2014-12-23,Perspectives in Plant Ecology Evolution and Systematics,Elsevier BV,article,True,https://doi.org/10.1016/j.ppees.2014.12.001,https://doi.org/10.1016/j.ppees.2014.12.001,http://hdl.handle.net/20.500.12049/559,https://openalex.org/W1994503780,,91
"Impact of the introduced honeybees (Apis mellifera, Apidae) on Teide National Park (Tenerife, Canary Islands)","Alfredo Valido, María C. Rodríguez‐Rodríguez, Pedro Jordano",3,2014,2014-12-23,Ecosistemas,Spanish Association for Terrestrial Ecology,article,True,https://doi.org/10.7818/ecos.2014.23-3.08,https://doi.org/10.7818/ecos.2014.23-3.08,https://doi.org/10.7818/ecos.2014.23-3.08,https://openalex.org/W1522130053,,19
Beyond species loss: the extinction of ecological interactions in a changing world,"Alfonso Valiente‐Banuet, Marcelo A. Aizen, Julio M. Alcántara et al.",19,2014,2014-11-28,Functional Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2435.12356,https://doi.org/10.1111/1365-2435.12356,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2435.12356,https://openalex.org/W2155430569,,977
Long‐term expansion of juniper populations in managed landscapes: patterns in space and time,"Cristina García, Eva Moracho, Ricardo Dı́az-Delgado et al.",4,2014,2014-08-20,Journal of Ecology,Wiley,article,True,https://doi.org/10.1111/1365-2745.12297,https://doi.org/10.1111/1365-2745.12297,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12297,https://openalex.org/W1993519544,,31
Biotic Interactions as Nature's Ornaments: A View from the Tropics,Pedro Jordano,1,2014,2014-06-10,BioScience,Oxford University Press,article,True,https://doi.org/10.1093/biosci/biu081,https://doi.org/10.1093/biosci/biu081,https://academic.oup.com/bioscience/article-pdf/64/7/630/8718787/biu081.pdf,https://openalex.org/W2118433593,,1
Who dispersed the seeds? The use of DNA barcoding in frugivory and seed dispersal studies,"Juan P. González‐Varo, Juan Arroyo, Pedro Jordano",3,2014,2014-06-07,Methods in Ecology and Evolution,Wiley,article,True,https://doi.org/10.1111/2041-210x.12212,https://doi.org/10.1111/2041-210x.12212,http://hdl.handle.net/10261/101758,https://openalex.org/W2081196823,,103
Functional relationships beyond species richness patterns: trait matching in plant–bird mutualisms across scales,"D. Matthias Dehling, Till Töpfer, H. Martin Schaefer et al.",6,2014,2014-05-26,Global Ecology and Biogeography,Wiley,article,False,https://doi.org/10.1111/geb.12193,https://doi.org/10.1111/geb.12193,,https://openalex.org/W2106277789,,174
Birds see the true colours of fruits to live off the fat of the land,"H. Martin Schaefer, Alfredo Valido, Pedro Jordano",3,2014,2014-01-08,Proceedings of the Royal Society B Biological Sciences,Royal Society,article,True,https://doi.org/10.1098/rspb.2013.2516,https://doi.org/10.1098/rspb.2013.2516,https://www.ncbi.nlm.nih.gov/pmc/articles/3896014,https://openalex.org/W2110312377,https://pubmed.ncbi.nlm.nih.gov/24403330,93
Ecological networks: delving into the architecture of biodiversity,"Rúben Heleno, Cristina García, Pedro Jordano et al.",12,2014,2014-01-01,Biology Letters,Royal Society,article,True,https://doi.org/10.1098/rsbl.2013.1000,https://doi.org/10.1098/rsbl.2013.1000,https://royalsocietypublishing.org/doi/pdf/10.1098/rsbl.2013.1000,https://openalex.org/W2116021331,https://pubmed.ncbi.nlm.nih.gov/24402718,92
"Impacto de la introducción de la abeja doméstica (Apis mellifera, Apidae) en el Parque Nacional del Teide (Tenerife, Islas Canarias)","A. Valido, M.C. Rodríguez-Rodríguez, Pedro Jordano",3,2014,2014-01-01,DOAJ (DOAJ: Directory of Open Access Journals),,article,True,,,https://doaj.org/article/80e1abbb4b3b40c2850339e8ea97bcca,https://openalex.org/W4311065816,,1
Mutualistic Networks,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-31,Princeton University Press eBooks,Princeton University Press,book,False,https://doi.org/10.1515/9781400848720,https://doi.org/10.1515/9781400848720,,https://openalex.org/W4241512725,,148
Backmatter,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-31,Princeton University Press eBooks,Princeton University Press,paratext,False,https://doi.org/10.1515/9781400848720-bm,https://doi.org/10.1515/9781400848720-bm,,https://openalex.org/W4231628199,,0
Frontmatter,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-31,Princeton University Press eBooks,Princeton University Press,paratext,False,https://doi.org/10.1515/9781400848720-fm,https://doi.org/10.1515/9781400848720-fm,,https://openalex.org/W4247827327,,0
The Structure of Plant-Animal Mutualistic Networks,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,True,https://doi.org/10.23943/princeton/9780691131269.003.0003,https://doi.org/10.23943/princeton/9780691131269.003.0003,http://hdl.handle.net/10261/40599,https://openalex.org/W2101651676,,70
Biodiversity and Plant-Animal Coevolution,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0001,https://doi.org/10.23943/princeton/9780691131269.003.0001,,https://openalex.org/W4243492838,,2
An Introduction to Complex Networks,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0002,https://doi.org/10.23943/princeton/9780691131269.003.0002,,https://openalex.org/W4255944264,,2
Mutualistic Networks in Time and Space,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0005,https://doi.org/10.23943/princeton/9780691131269.003.0005,,https://openalex.org/W4231249823,,1
Epilogue,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0007,https://doi.org/10.23943/princeton/9780691131269.003.0007,,https://openalex.org/W4237930164,,0
Consequences of Network Structure,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0006,https://doi.org/10.23943/princeton/9780691131269.003.0006,,https://openalex.org/W4245137580,,0
Ecological and Evolutionary Mechanisms,"Jordi Bascompte, Pedro Jordano",2,2013,2013-12-08,Princeton University Press eBooks,Princeton University Press,book-chapter,False,https://doi.org/10.23943/princeton/9780691131269.003.0004,https://doi.org/10.23943/princeton/9780691131269.003.0004,,https://openalex.org/W4255169839,,0
"Adaptation of flower and fruit colours to multiple, distinct mutualists","Julien P. Renoult, Alfredo Valido, Pedro Jordano et al.",4,2013,2013-10-08,New Phytologist,Wiley,article,False,https://doi.org/10.1111/nph.12539,https://doi.org/10.1111/nph.12539,,https://openalex.org/W2045425159,https://pubmed.ncbi.nlm.nih.gov/26012880,53
X Reunión anual de Ecoflor,"Rocío Santos‐Gally, Rocío Pérez‐Barrales, Juan Arroyo et al.",7,2013,2013-08-26,Ecosistemas,Spanish Association for Terrestrial Ecology,article,True,https://doi.org/10.7818/ecos.2013.22-2.20,https://doi.org/10.7818/ecos.2013.22-2.20,https://www.revistaecosistemas.net/index.php/ecosistemas/article/download/769/736,https://openalex.org/W3189191290,,0
"Functional traits, the phylogeny of function, and ecosystem service vulnerability","Sandra Dı́az, Andy Purvis, Johannes H. C. Cornelissen et al.",8,2013,2013-07-30,Ecology and Evolution,Wiley,article,True,https://doi.org/10.1002/ece3.601,https://doi.org/10.1002/ece3.601,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.601,https://openalex.org/W2058353863,https://pubmed.ncbi.nlm.nih.gov/24101986,651
6. Status of the Northern Bald Ibis in southern Spain,Pedro Jordano,1,2013,2013-07-10,Ornithological Notes,,article,False,https://doi.org/10.2173/bow-on.100006,https://doi.org/10.2173/bow-on.100006,,https://openalex.org/W3015336192,,0
Relaciones entre plantas y aves frugivoras en el matorral mediterráneo del área de Doñana,"Pedro Jordano, Pedro Diego",2,2013,2013-06-07,Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,dissertation,False,,,,https://openalex.org/W1608040068,,34
