group,file,web_w,web_h,archive_match,archive_w,archive_h,scale,outcome
the-lab,ieg-089.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l33.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-090.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l21.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-091.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l24.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-092.jpg,360,480,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-62.jpg,360,480,1.00,same-size copy in archive
the-lab,ieg-093.jpg,400,600,/Users/pedro/Pictures/Illustrations_stored/thelab/l26.jpg,400,600,1.00,replaced with larger original
the-lab,ieg-094.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l29.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-095.jpg,500,333,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-65.jpg,500,333,1.00,same-size copy in archive
the-lab,ieg-096.jpg,500,333,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-66.jpg,500,333,1.00,same-size copy in archive
the-lab,ieg-097.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-67.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-098.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-68.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-099.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l40.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-100.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-7.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-101.jpg,360,480,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-70.jpg,360,480,1.00,same-size copy in archive
the-lab,ieg-102.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-71.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-103.jpg,499,334,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-72.jpg,499,334,1.00,same-size copy in archive
the-lab,ieg-104.jpg,499,331,/Users/pedro/Pictures/Illustrations_stored/thelab/l52.jpg,600,397,1.20,same-size copy in archive
the-lab,ieg-105.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-74.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-106.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l57.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-107.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l58.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-108.jpg,450,600,/Users/pedro/Pictures/Illustrations_stored/thelab/l25.jpg,450,600,1.00,replaced with larger original
the-lab,ieg-109.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l42.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-110.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-79.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-111.jpg,360,480,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-8.jpg,360,480,1.00,same-size copy in archive
the-lab,ieg-112.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-80.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-113.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-81.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-114.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-82.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-115.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-83.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-116.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-84.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-117.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-85.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-118.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-86.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-119.jpg,370,480,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-87.jpg,370,480,1.00,same-size copy in archive
the-lab,ieg-120.jpg,500,317,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-88.jpg,500,317,1.00,same-size copy in archive
the-lab,ieg-121.jpg,500,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-89.jpg,500,332,1.00,same-size copy in archive
the-lab,ieg-122.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/thelab/l35.jpg,600,450,1.20,same-size copy in archive
the-lab,ieg-123.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-90.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-124.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-91.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-125.jpg,500,375,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-92.jpg,500,375,1.00,same-size copy in archive
the-lab,ieg-126.jpg,499,333,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-93.jpg,499,333,1.00,same-size copy in archive
the-lab,ieg-127.jpg,499,315,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-94.jpg,499,315,1.00,same-size copy in archive
the-lab,ieg-128.jpg,499,313,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-95.jpg,499,313,1.00,same-size copy in archive
the-lab,ieg-129.jpg,499,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-96.jpg,499,332,1.00,same-size copy in archive
the-lab,ieg-130.jpg,319,480,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-97.jpg,319,480,1.00,same-size copy in archive
the-lab,ieg-131.jpg,499,332,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-98.jpg,499,332,1.00,same-size copy in archive
the-lab,ieg-132.jpg,500,365,/Users/pedro/Pictures/Illustrations_stored/ieg_gallery/picture-99.jpg,500,365,1.00,same-size copy in archive
